species,run,majorbasin,minorbasin,location,timeperiod,startmonth,startyear,endmonth,endyear,count,data_status,source,data_level,record_type,div_group
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1975,Jan,1975,Dec,1975,177188,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1975,Jan,1975,Dec,1975,18201,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1976,Jan,1976,Dec,1976,14858,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1976,Jan,1976,Dec,1976,180350,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1977,Jan,1977,Dec,1977,23226,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1977,Jan,1977,Dec,1977,162437,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1978,Jan,1978,Dec,1978,17441,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1978,Jan,1978,Dec,1978,139521,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1979,Jan,1979,Dec,1979,201286,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1979,Jan,1979,Dec,1979,26360,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1980,Jan,1980,Dec,1980,140740,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1980,Jan,1980,Dec,1980,31397,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1981,Jan,1981,Dec,1981,42455,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1981,Jan,1981,Dec,1981,217804,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1982,Jan,1982,Dec,1982,42077,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1982,Jan,1982,Dec,1982,188629,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1983,Jan,1983,Dec,1983,172305,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1983,Jan,1983,Dec,1983,32985,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1984,Jan,1984,Dec,1984,216474,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1984,Jan,1984,Dec,1984,46433,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1985,Jan,1985,Dec,1985,318894,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1985,Jan,1985,Dec,1985,37410,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1986,Jan,1986,Dec,1986,268453,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1986,Jan,1986,Dec,1986,29367,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1987,Jan,1987,Dec,1987,267373,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1987,Jan,1987,Dec,1987,34210,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1988,Jan,1988,Dec,1988,239131,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1988,Jan,1988,Dec,1988,29305,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1989,Jan,1989,Dec,1989,152882,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,In-River,
Chinook,Fall,Sacramento and San Joaquin River Systems,All,All,1989,Jan,1989,Dec,1989,29468,Final,Azat, J., 2018. GrandTab 2018.04.09 California Central Valley Chinook Population Database Report. California Department of Fish and Wildlife,Totals,Hatchery,
